Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2018,APR,STATE,51,7,TOTAL,"58,700,000"
2018,APR,STATE,53,7,TOTAL,"164,800,000"
2018,APR,STATE,55,7,TOTAL,"172,400,000"
2018,AUG,STATE,1,7,TOTAL,"182,900,000"
2018,AUG,STATE,5,7,TOTAL,"305,400,000"
2018,AUG,STATE,6,7,TOTAL,"367,200,000"
2018,AUG,STATE,8,7,TOTAL,"125,800,000"
2018,AUG,STATE,12,7,TOTAL,"169,700,000"
2018,AUG,STATE,13,7,TOTAL,"404,100,000"
2018,AUG,STATE,17,7,TOTAL,"156,800,000"
2018,AUG,STATE,18,7,TOTAL,"823,600,000"
2018,AUG,STATE,19,7,TOTAL,"1,391,500,000"
2018,AUG,STATE,24,7,TOTAL,"63,200,000"
2018,AUG,STATE,26,7,TOTAL,"394,400,000"
2018,AUG,STATE,27,7,TOTAL,"274,900,000"
2018,AUG,STATE,28,7,TOTAL,"119,700,000"
2018,AUG,STATE,29,7,TOTAL,"306,300,000"
2018,AUG,STATE,31,7,TOTAL,"204,900,000"
2018,AUG,STATE,36,7,TOTAL,"142,300,000"
2018,AUG,STATE,37,7,TOTAL,"290,900,000"
2018,AUG,STATE,39,7,TOTAL,"877,700,000"
2018,AUG,STATE,41,7,TOTAL,"62,100,000"
2018,AUG,STATE,,7,TOTAL,"781,000,000"
2018,AUG,STATE,42,7,TOTAL,"738,500,000"
2018,AUG,STATE,45,7,TOTAL,"92,400,000"
2018,AUG,STATE,46,7,TOTAL,"65,800,000"
2018,AUG,STATE,48,7,TOTAL,"519,600,000"
2018,AUG,STATE,49,7,TOTAL,"118,200,000"
2018,AUG,STATE,51,7,TOTAL,"57,000,000"
2018,AUG,STATE,53,7,TOTAL,"172,900,000"
2018,AUG,STATE,55,7,TOTAL,"180,000,000"
2018,DEC,STATE,1,7,TOTAL,"185,600,000"
2018,DEC,STATE,5,7,TOTAL,"307,400,000"
2018,DEC,STATE,6,7,TOTAL,"365,300,000"
2018,DEC,STATE,8,7,TOTAL,"127,100,000"
2018,DEC,STATE,13,7,TOTAL,"444,500,000"
2018,DEC,STATE,17,7,TOTAL,"162,500,000"
2018,DEC,STATE,18,7,TOTAL,"864,200,000"
2018,DEC,STATE,19,7,TOTAL,"1,463,600,000"
2018,DEC,STATE,21,7,TOTAL,"127,300,000"
2018,DEC,STATE,24,7,TOTAL,"69,100,000"
2018,DEC,STATE,26,7,TOTAL,"406,500,000"
2018,DEC,STATE,27,7,TOTAL,"281,100,000"
2018,DEC,STATE,28,7,TOTAL,"119,400,000"
2018,DEC,STATE,29,7,TOTAL,"328,100,000"
2018,DEC,STATE,31,7,TOTAL,"215,600,000"
2018,DEC,STATE,36,7,TOTAL,"143,200,000"
2018,DEC,STATE,37,7,TOTAL,"291,300,000"
2018,DEC,STATE,39,7,TOTAL,"885,300,000"
2018,DEC,STATE,40,7,TOTAL,"60,100,000"
2018,DEC,STATE,41,7,TOTAL,"60,800,000"
2018,DEC,STATE,,7,TOTAL,"788,400,000"
2018,DEC,STATE,42,7,TOTAL,"772,900,000"
2018,DEC,STATE,45,7,TOTAL,"96,400,000"
2018,DEC,STATE,46,7,TOTAL,"66,200,000"
2018,DEC,STATE,48,7,TOTAL,"530,700,000"
2018,DEC,STATE,49,7,TOTAL,"122,200,000"
2018,DEC,STATE,51,7,TOTAL,"61,500,000"
2018,DEC,STATE,53,7,TOTAL,"174,600,000"
2018,DEC,STATE,55,7,TOTAL,"173,300,000"
2018,FEB,STATE,1,7,TOTAL,"161,700,000"
2018,FEB,STATE,5,7,TOTAL,"270,400,000"
2018,FEB,STATE,6,7,TOTAL,"321,200,000"
2018,FEB,STATE,8,7,TOTAL,"107,200,000"
2018,FEB,STATE,12,7,TOTAL,"151,800,000"
2018,FEB,STATE,13,7,TOTAL,"366,300,000"
2018,FEB,STATE,17,7,TOTAL,"129,500,000"
2018,FEB,STATE,18,7,TOTAL,"707,300,000"
2018,FEB,STATE,19,7,TOTAL,"1,202,100,000"
2018,FEB,STATE,24,7,TOTAL,"63,500,000"
2018,FEB,STATE,26,7,TOTAL,"342,600,000"
2018,FEB,STATE,27,7,TOTAL,"236,700,000"
2018,FEB,STATE,28,7,TOTAL,"110,500,000"
2018,FEB,STATE,29,7,TOTAL,"256,600,000"
2018,FEB,STATE,31,7,TOTAL,"176,600,000"
2018,FEB,STATE,36,7,TOTAL,"130,200,000"
2018,FEB,STATE,37,7,TOTAL,"295,400,000"
2018,FEB,STATE,39,7,TOTAL,"784,500,000"
2018,FEB,STATE,41,7,TOTAL,"58,600,000"
2018,FEB,STATE,,7,TOTAL,"696,700,000"
2018,FEB,STATE,42,7,TOTAL,"658,700,000"
2018,FEB,STATE,45,7,TOTAL,"82,000,000"
2018,FEB,STATE,46,7,TOTAL,"62,500,000"
2018,FEB,STATE,48,7,TOTAL,"460,400,000"
2018,FEB,STATE,49,7,TOTAL,"113,200,000"
2018,FEB,STATE,51,7,TOTAL,"57,000,000"
2018,FEB,STATE,53,7,TOTAL,"164,900,000"
2018,FEB,STATE,55,7,TOTAL,"155,800,000"
2018,JAN,STATE,1,7,TOTAL,"174,300,000"
2018,JAN,STATE,5,7,TOTAL,"292,100,000"
2018,JAN,STATE,6,7,TOTAL,"361,200,000"
2018,JAN,STATE,8,7,TOTAL,"118,400,000"
2018,JAN,STATE,12,7,TOTAL,"172,000,000"
2018,JAN,STATE,13,7,TOTAL,"410,000,000"
2018,JAN,STATE,17,7,TOTAL,"141,100,000"
2018,JAN,STATE,18,7,TOTAL,"809,500,000"
2018,JAN,STATE,19,7,TOTAL,"1,292,200,000"
2018,JAN,STATE,24,7,TOTAL,"69,600,000"
2018,JAN,STATE,26,7,TOTAL,"365,100,000"
2018,JAN,STATE,27,7,TOTAL,"255,800,000"
2018,JAN,STATE,28,7,TOTAL,"119,600,000"
2018,JAN,STATE,29,7,TOTAL,"277,700,000"
2018,JAN,STATE,31,7,TOTAL,"198,700,000"
2018,JAN,STATE,36,7,TOTAL,"144,200,000"
2018,JAN,STATE,37,7,TOTAL,"336,300,000"
2018,JAN,STATE,39,7,TOTAL,"850,400,000"
2018,JAN,STATE,41,7,TOTAL,"63,700,000"
2018,JAN,STATE,,7,TOTAL,"772,800,000"
2018,JAN,STATE,42,7,TOTAL,"723,100,000"
2018,JAN,STATE,45,7,TOTAL,"91,500,000"
2018,JAN,STATE,46,7,TOTAL,"66,500,000"
2018,JAN,STATE,48,7,TOTAL,"509,300,000"
2018,JAN,STATE,49,7,TOTAL,"126,100,000"
2018,JAN,STATE,51,7,TOTAL,"63,700,000"
2018,JAN,STATE,53,7,TOTAL,"190,400,000"
2018,JAN,STATE,55,7,TOTAL,"179,500,000"
2018,JUL,STATE,1,7,TOTAL,"179,800,000"
2018,JUL,STATE,5,7,TOTAL,"301,100,000"
2018,JUL,STATE,6,7,TOTAL,"368,700,000"
2018,JUL,STATE,8,7,TOTAL,"128,600,000"
2018,JUL,STATE,12,7,TOTAL,"166,400,000"
2018,JUL,STATE,13,7,TOTAL,"405,600,000"
2018,JUL,STATE,17,7,TOTAL,"157,000,000"
2018,JUL,STATE,18,7,TOTAL,"806,600,000"
2018,JUL,STATE,19,7,TOTAL,"1,377,400,000"
2018,JUL,STATE,24,7,TOTAL,"62,800,000"
2018,JUL,STATE,26,7,TOTAL,"382,200,000"
2018,JUL,STATE,27,7,TOTAL,"268,600,000"
2018,JUL,STATE,28,7,TOTAL,"118,800,000"
2018,JUL,STATE,29,7,TOTAL,"300,300,000"
2018,JUL,STATE,31,7,TOTAL,"205,900,000"
2018,JUL,STATE,36,7,TOTAL,"142,100,000"
2018,JUL,STATE,37,7,TOTAL,"313,000,000"
2018,JUL,STATE,39,7,TOTAL,"876,400,000"
2018,JUL,STATE,41,7,TOTAL,"62,600,000"
2018,JUL,STATE,,7,TOTAL,"770,100,000"
2018,JUL,STATE,42,7,TOTAL,"726,100,000"
2018,JUL,STATE,45,7,TOTAL,"94,200,000"
2018,JUL,STATE,46,7,TOTAL,"66,300,000"
2018,JUL,STATE,48,7,TOTAL,"517,700,000"
2018,JUL,STATE,49,7,TOTAL,"112,100,000"
2018,JUL,STATE,51,7,TOTAL,"61,100,000"
2018,JUL,STATE,53,7,TOTAL,"171,700,000"
2018,JUL,STATE,55,7,TOTAL,"175,600,000"
2018,JUN,STATE,1,7,TOTAL,"174,600,000"
2018,JUN,STATE,5,7,TOTAL,"288,400,000"
2018,JUN,STATE,6,7,TOTAL,"353,000,000"
2018,JUN,STATE,8,7,TOTAL,"126,600,000"
2018,JUN,STATE,12,7,TOTAL,"161,300,000"
2018,JUN,STATE,13,7,TOTAL,"401,400,000"
2018,JUN,STATE,17,7,TOTAL,"148,300,000"
2018,JUN,STATE,18,7,TOTAL,"797,400,000"
2018,JUN,STATE,19,7,TOTAL,"1,321,600,000"
2018,JUN,STATE,24,7,TOTAL,"60,500,000"
2018,JUN,STATE,26,7,TOTAL,"367,700,000"
2018,JUN,STATE,27,7,TOTAL,"258,700,000"
2018,JUN,STATE,28,7,TOTAL,"114,800,000"
2018,JUN,STATE,29,7,TOTAL,"284,800,000"
2018,JUN,STATE,31,7,TOTAL,"201,200,000"
2018,JUN,STATE,36,7,TOTAL,"135,500,000"
2018,JUN,STATE,37,7,TOTAL,"315,500,000"
2018,JUN,STATE,39,7,TOTAL,"859,700,000"
2018,JUN,STATE,41,7,TOTAL,"58,100,000"
2018,JUN,STATE,,7,TOTAL,"744,300,000"
2018,JUN,STATE,42,7,TOTAL,"701,600,000"
2018,JUN,STATE,45,7,TOTAL,"92,000,000"
2018,JUN,STATE,46,7,TOTAL,"63,900,000"
2018,JUN,STATE,48,7,TOTAL,"494,100,000"
2018,JUN,STATE,49,7,TOTAL,"106,400,000"
2018,JUN,STATE,51,7,TOTAL,"63,400,000"
2018,JUN,STATE,53,7,TOTAL,"176,100,000"
2018,JUN,STATE,55,7,TOTAL,"169,200,000"
2018,MAR,STATE,1,7,TOTAL,"182,200,000"
2018,MAR,STATE,5,7,TOTAL,"305,700,000"
2018,MAR,STATE,6,7,TOTAL,"364,000,000"
2018,MAR,STATE,8,7,TOTAL,"122,500,000"
2018,MAR,STATE,12,7,TOTAL,"172,600,000"
2018,MAR,STATE,13,7,TOTAL,"408,600,000"
2018,MAR,STATE,17,7,TOTAL,"151,200,000"
2018,MAR,STATE,18,7,TOTAL,"797,000,000"
2018,MAR,STATE,19,7,TOTAL,"1,346,200,000"
2018,MAR,STATE,24,7,TOTAL,"69,000,000"
2018,MAR,STATE,26,7,TOTAL,"393,700,000"
2018,MAR,STATE,27,7,TOTAL,"264,100,000"
2018,MAR,STATE,28,7,TOTAL,"123,800,000"
2018,MAR,STATE,29,7,TOTAL,"292,900,000"
2018,MAR,STATE,31,7,TOTAL,"197,500,000"
2018,MAR,STATE,36,7,TOTAL,"141,500,000"
2018,MAR,STATE,37,7,TOTAL,"334,800,000"
2018,MAR,STATE,39,7,TOTAL,"851,600,000"
2018,MAR,STATE,41,7,TOTAL,"67,200,000"
2018,MAR,STATE,,7,TOTAL,"775,600,000"
2018,MAR,STATE,42,7,TOTAL,"734,200,000"
2018,MAR,STATE,45,7,TOTAL,"88,400,000"
2018,MAR,STATE,46,7,TOTAL,"68,800,000"
2018,MAR,STATE,48,7,TOTAL,"518,600,000"
2018,MAR,STATE,49,7,TOTAL,"128,500,000"
2018,MAR,STATE,51,7,TOTAL,"60,400,000"
2018,MAR,STATE,53,7,TOTAL,"165,900,000"
2018,MAR,STATE,55,7,TOTAL,"174,100,000"
2018,MARKETING YEAR,STATE,1,7,TOTAL,"2,133,300,000"
2018,MARKETING YEAR,STATE,5,7,TOTAL,"3,534,700,000"
2018,MARKETING YEAR,STATE,6,7,TOTAL,"4,295,700,000"
2018,MARKETING YEAR,STATE,8,7,TOTAL,"1,482,900,000"
2018,MARKETING YEAR,STATE,12,7,TOTAL,"2,005,400,000"
2018,MARKETING YEAR,STATE,13,7,TOTAL,"4,871,100,000"
2018,MARKETING YEAR,STATE,17,7,TOTAL,"1,765,900,000"
2018,MARKETING YEAR,STATE,18,7,TOTAL,"9,658,600,000"
2018,MARKETING YEAR,STATE,19,7,TOTAL,"16,119,300,000"
2018,MARKETING YEAR,STATE,21,7,TOTAL,"1,434,400,000"
2018,MARKETING YEAR,STATE,22,7,TOTAL,"517,500,000"
2018,MARKETING YEAR,STATE,24,7,TOTAL,"780,600,000"
2018,MARKETING YEAR,STATE,25,7,TOTAL,"43,100,000"
2018,MARKETING YEAR,STATE,26,7,TOTAL,"4,548,100,000"
2018,MARKETING YEAR,STATE,27,7,TOTAL,"3,131,800,000"
2018,MARKETING YEAR,STATE,28,7,TOTAL,"1,418,600,000"
2018,MARKETING YEAR,STATE,29,7,TOTAL,"3,485,200,000"
2018,MARKETING YEAR,STATE,30,7,TOTAL,"292,500,000"
2018,MARKETING YEAR,STATE,31,7,TOTAL,"2,391,600,000"
2018,MARKETING YEAR,STATE,36,7,TOTAL,"1,656,500,000"
2018,MARKETING YEAR,STATE,37,7,TOTAL,"3,705,400,000"
2018,MARKETING YEAR,STATE,39,7,TOTAL,"10,238,100,000"
2018,MARKETING YEAR,STATE,40,7,TOTAL,"697,100,000"
2018,MARKETING YEAR,STATE,41,7,TOTAL,"732,400,000"
2018,MARKETING YEAR,STATE,,7,TOTAL,"5,421,700,000"
2018,MARKETING YEAR,STATE,42,7,TOTAL,"8,664,800,000"
2018,MARKETING YEAR,STATE,45,7,TOTAL,"1,093,800,000"
2018,MARKETING YEAR,STATE,46,7,TOTAL,"797,900,000"
2018,MARKETING YEAR,STATE,47,7,TOTAL,"388,800,000"
2018,MARKETING YEAR,STATE,48,7,TOTAL,"6,109,300,000"
2018,MARKETING YEAR,STATE,49,7,TOTAL,"1,403,400,000"
2018,MARKETING YEAR,STATE,50,7,TOTAL,"61,700,000"
2018,MARKETING YEAR,STATE,51,7,TOTAL,"716,700,000"
2018,MARKETING YEAR,STATE,53,7,TOTAL,"2,102,100,000"
2018,MARKETING YEAR,STATE,54,7,TOTAL,"295,900,000"
2018,MARKETING YEAR,STATE,55,7,TOTAL,"2,077,800,000"
2018,MAY,STATE,1,7,TOTAL,"181,600,000"
2018,MAY,STATE,5,7,TOTAL,"295,000,000"
2018,MAY,STATE,6,7,TOTAL,"361,400,000"
2018,MAY,STATE,8,7,TOTAL,"128,700,000"
2018,MAY,STATE,12,7,TOTAL,"165,700,000"
2018,MAY,STATE,13,7,TOTAL,"409,100,000"
2018,MAY,STATE,17,7,TOTAL,"145,100,000"
2018,MAY,STATE,18,7,TOTAL,"821,800,000"
2018,MAY,STATE,19,7,TOTAL,"1,381,800,000"
2018,MAY,STATE,24,7,TOTAL,"57,300,000"
2018,MAY,STATE,26,7,TOTAL,"388,300,000"
2018,MAY,STATE,27,7,TOTAL,"266,700,000"
2018,MAY,STATE,28,7,TOTAL,"119,300,000"
2018,MAY,STATE,29,7,TOTAL,"290,900,000"
2018,MAY,STATE,31,7,TOTAL,"201,100,000"
2018,MAY,STATE,36,7,TOTAL,"135,400,000"
2018,MAY,STATE,37,7,TOTAL,"335,800,000"
2018,MAY,STATE,39,7,TOTAL,"861,200,000"
2018,MAY,STATE,41,7,TOTAL,"59,300,000"
2018,MAY,STATE,,7,TOTAL,"771,000,000"
2018,MAY,STATE,42,7,TOTAL,"731,700,000"
2018,MAY,STATE,45,7,TOTAL,"96,200,000"
2018,MAY,STATE,46,7,TOTAL,"65,300,000"
2018,MAY,STATE,48,7,TOTAL,"515,700,000"
2018,MAY,STATE,49,7,TOTAL,"111,000,000"
2018,MAY,STATE,51,7,TOTAL,"63,200,000"
2018,MAY,STATE,53,7,TOTAL,"183,400,000"
2018,MAY,STATE,55,7,TOTAL,"180,900,000"
2018,NOV,STATE,1,7,TOTAL,"179,500,000"
2018,NOV,STATE,5,7,TOTAL,"298,700,000"
2018,NOV,STATE,6,7,TOTAL,"353,200,000"
2018,NOV,STATE,8,7,TOTAL,"128,600,000"
2018,NOV,STATE,12,7,TOTAL,"171,000,000"
2018,NOV,STATE,13,7,TOTAL,"425,300,000"
2018,NOV,STATE,17,7,TOTAL,"149,400,000"
2018,NOV,STATE,18,7,TOTAL,"826,700,000"
2018,NOV,STATE,19,7,TOTAL,"1,388,400,000"
2018,NOV,STATE,24,7,TOTAL,"69,600,000"
2018,NOV,STATE,26,7,TOTAL,"389,300,000"
2018,NOV,STATE,27,7,TOTAL,"261,900,000"
2018,NOV,STATE,28,7,TOTAL,"118,100,000"
2018,NOV,STATE,29,7,TOTAL,"305,100,000"
2018,NOV,STATE,31,7,TOTAL,"203,000,000"
2018,NOV,STATE,36,7,TOTAL,"135,100,000"
2018,NOV,STATE,37,7,TOTAL,"271,900,000"
2018,NOV,STATE,39,7,TOTAL,"855,700,000"
2018,NOV,STATE,41,7,TOTAL,"56,200,000"
2018,NOV,STATE,,7,TOTAL,"765,300,000"
2018,NOV,STATE,42,7,TOTAL,"741,100,000"
2018,NOV,STATE,45,7,TOTAL,"93,000,000"
2018,NOV,STATE,46,7,TOTAL,"68,800,000"
2018,NOV,STATE,48,7,TOTAL,"525,800,000"
2018,NOV,STATE,49,7,TOTAL,"112,700,000"
2018,NOV,STATE,51,7,TOTAL,"60,000,000"
2018,NOV,STATE,53,7,TOTAL,"175,600,000"
2018,NOV,STATE,55,7,TOTAL,"161,600,000"
2018,OCT,STATE,1,7,TOTAL,"184,300,000"
2018,OCT,STATE,5,7,TOTAL,"298,800,000"
2018,OCT,STATE,6,7,TOTAL,"370,800,000"
2018,OCT,STATE,8,7,TOTAL,"131,700,000"
2018,OCT,STATE,12,7,TOTAL,"168,000,000"
2018,OCT,STATE,13,7,TOTAL,"421,100,000"
2018,OCT,STATE,17,7,TOTAL,"152,000,000"
2018,OCT,STATE,18,7,TOTAL,"833,100,000"
2018,OCT,STATE,19,7,TOTAL,"1,409,100,000"
2018,OCT,STATE,24,7,TOTAL,"70,300,000"
2018,OCT,STATE,26,7,TOTAL,"391,000,000"
2018,OCT,STATE,27,7,TOTAL,"267,800,000"
2018,OCT,STATE,28,7,TOTAL,"119,900,000"
2018,OCT,STATE,29,7,TOTAL,"308,500,000"
2018,OCT,STATE,31,7,TOTAL,"207,300,000"
2018,OCT,STATE,36,7,TOTAL,"138,200,000"
2018,OCT,STATE,37,7,TOTAL,"271,500,000"
2018,OCT,STATE,39,7,TOTAL,"902,300,000"
2018,OCT,STATE,41,7,TOTAL,"59,600,000"
2018,OCT,STATE,,7,TOTAL,"790,900,000"
2018,OCT,STATE,42,7,TOTAL,"751,700,000"
2018,OCT,STATE,45,7,TOTAL,"95,200,000"
2018,OCT,STATE,46,7,TOTAL,"72,100,000"
2018,OCT,STATE,48,7,TOTAL,"528,200,000"
2018,OCT,STATE,49,7,TOTAL,"114,700,000"
2018,OCT,STATE,51,7,TOTAL,"55,900,000"
2018,OCT,STATE,53,7,TOTAL,"187,000,000"
2018,OCT,STATE,55,7,TOTAL,"171,000,000"
2018,SEP,STATE,1,7,TOTAL,"179,300,000"
2018,SEP,STATE,5,7,TOTAL,"293,300,000"
2018,SEP,STATE,6,7,TOTAL,"358,800,000"
2018,SEP,STATE,8,7,TOTAL,"124,000,000"
2018,SEP,STATE,12,7,TOTAL,"163,700,000"
2018,SEP,STATE,13,7,TOTAL,"399,000,000"
2018,SEP,STATE,17,7,TOTAL,"151,000,000"
2018,SEP,STATE,18,7,TOTAL,"809,000,000"
2018,SEP,STATE,19,7,TOTAL,"1,352,400,000"
2018,SEP,STATE,24,7,TOTAL,"65,500,000"
2018,SEP,STATE,26,7,TOTAL,"381,300,000"
2018,SEP,STATE,27,7,TOTAL,"268,800,000"
2018,SEP,STATE,28,7,TOTAL,"115,100,000"
2018,SEP,STATE,29,7,TOTAL,"301,900,000"
2018,SEP,STATE,31,7,TOTAL,"200,500,000"
2018,SEP,STATE,36,7,TOTAL,"135,600,000"
2018,SEP,STATE,37,7,TOTAL,"263,100,000"
2018,SEP,STATE,39,7,TOTAL,"867,200,000"
2018,SEP,STATE,41,7,TOTAL,"59,500,000"
2018,SEP,STATE,,7,TOTAL,"767,400,000"
2018,SEP,STATE,42,7,TOTAL,"719,900,000"
2018,SEP,STATE,45,7,TOTAL,"88,900,000"
2018,SEP,STATE,46,7,TOTAL,"67,400,000"
2018,SEP,STATE,48,7,TOTAL,"493,900,000"
2018,SEP,STATE,49,7,TOTAL,"114,400,000"
2018,SEP,STATE,51,7,TOTAL,"52,900,000"
2018,SEP,STATE,53,7,TOTAL,"175,500,000"
2018,SEP,STATE,55,7,TOTAL,"172,100,000"
2017,APR,STATE,1,7,TOTAL,"167,600,000"
2017,APR,STATE,5,7,TOTAL,"286,100,000"
2017,APR,STATE,6,7,TOTAL,"300,900,000"
2017,APR,STATE,8,7,TOTAL,"114,200,000"
2017,APR,STATE,12,7,TOTAL,"180,100,000"
2017,APR,STATE,13,7,TOTAL,"409,500,000"
2017,APR,STATE,17,7,TOTAL,"123,200,000"
2017,APR,STATE,18,7,TOTAL,"802,000,000"
2017,APR,STATE,19,7,TOTAL,"1,322,500,000"
2017,APR,STATE,24,7,TOTAL,"70,400,000"
2017,APR,STATE,26,7,TOTAL,"355,200,000"
2017,APR,STATE,27,7,TOTAL,"258,000,000"
2017,APR,STATE,28,7,TOTAL,"111,800,000"
2017,APR,STATE,29,7,TOTAL,"270,800,000"
2017,APR,STATE,31,7,TOTAL,"202,600,000"
2017,APR,STATE,36,7,TOTAL,"141,300,000"
2017,APR,STATE,37,7,TOTAL,"325,000,000"
2017,APR,STATE,39,7,TOTAL,"784,200,000"
2017,APR,STATE,41,7,TOTAL,"59,800,000"
2017,APR,STATE,,7,TOTAL,"683,100,000"
2017,APR,STATE,42,7,TOTAL,"683,800,000"
2017,APR,STATE,45,7,TOTAL,"87,600,000"
2017,APR,STATE,46,7,TOTAL,"65,000,000"
2017,APR,STATE,48,7,TOTAL,"472,600,000"
2017,APR,STATE,49,7,TOTAL,"124,700,000"
2017,APR,STATE,51,7,TOTAL,"60,000,000"
2017,APR,STATE,53,7,TOTAL,"181,200,000"
2017,APR,STATE,55,7,TOTAL,"153,800,000"
2017,AUG,STATE,1,7,TOTAL,"176,300,000"
2017,AUG,STATE,5,7,TOTAL,"297,000,000"
2017,AUG,STATE,6,7,TOTAL,"327,700,000"
2017,AUG,STATE,8,7,TOTAL,"117,400,000"
2017,AUG,STATE,12,7,TOTAL,"162,000,000"
2017,AUG,STATE,13,7,TOTAL,"420,700,000"
2017,AUG,STATE,17,7,TOTAL,"123,000,000"
2017,AUG,STATE,18,7,TOTAL,"839,500,000"
2017,AUG,STATE,19,7,TOTAL,"1,359,000,000"
2017,AUG,STATE,24,7,TOTAL,"70,900,000"
2017,AUG,STATE,26,7,TOTAL,"362,600,000"
2017,AUG,STATE,27,7,TOTAL,"256,300,000"
2017,AUG,STATE,28,7,TOTAL,"120,100,000"
2017,AUG,STATE,29,7,TOTAL,"249,100,000"
2017,AUG,STATE,31,7,TOTAL,"201,200,000"
2017,AUG,STATE,36,7,TOTAL,"147,000,000"
2017,AUG,STATE,37,7,TOTAL,"332,400,000"
2017,AUG,STATE,39,7,TOTAL,"837,800,000"
2017,AUG,STATE,41,7,TOTAL,"64,600,000"
2017,AUG,STATE,,7,TOTAL,"716,400,000"
2017,AUG,STATE,42,7,TOTAL,"709,400,000"
2017,AUG,STATE,45,7,TOTAL,"96,000,000"
2017,AUG,STATE,46,7,TOTAL,"62,300,000"
2017,AUG,STATE,48,7,TOTAL,"491,700,000"
2017,AUG,STATE,49,7,TOTAL,"131,000,000"
2017,AUG,STATE,51,7,TOTAL,"59,900,000"
2017,AUG,STATE,53,7,TOTAL,"179,300,000"
2017,AUG,STATE,55,7,TOTAL,"166,400,000"
2017,DEC,STATE,1,7,TOTAL,"176,400,000"
2017,DEC,STATE,5,7,TOTAL,"294,900,000"
2017,DEC,STATE,6,7,TOTAL,"364,000,000"
2017,DEC,STATE,8,7,TOTAL,"119,100,000"
2017,DEC,STATE,12,7,TOTAL,"179,100,000"
2017,DEC,STATE,13,7,TOTAL,"429,400,000"
2017,DEC,STATE,17,7,TOTAL,"139,800,000"
2017,DEC,STATE,18,7,TOTAL,"841,500,000"
2017,DEC,STATE,19,7,TOTAL,"1,333,200,000"
2017,DEC,STATE,24,7,TOTAL,"70,300,000"
2017,DEC,STATE,26,7,TOTAL,"369,300,000"
2017,DEC,STATE,27,7,TOTAL,"248,800,000"
2017,DEC,STATE,28,7,TOTAL,"121,100,000"
2017,DEC,STATE,29,7,TOTAL,"272,700,000"
2017,DEC,STATE,31,7,TOTAL,"203,300,000"
2017,DEC,STATE,36,7,TOTAL,"146,900,000"
2017,DEC,STATE,37,7,TOTAL,"344,100,000"
2017,DEC,STATE,39,7,TOTAL,"856,800,000"
2017,DEC,STATE,41,7,TOTAL,"63,600,000"
2017,DEC,STATE,,7,TOTAL,"766,000,000"
2017,DEC,STATE,42,7,TOTAL,"732,500,000"
2017,DEC,STATE,45,7,TOTAL,"90,500,000"
2017,DEC,STATE,46,7,TOTAL,"64,800,000"
2017,DEC,STATE,48,7,TOTAL,"524,900,000"
2017,DEC,STATE,49,7,TOTAL,"129,900,000"
2017,DEC,STATE,51,7,TOTAL,"63,400,000"
2017,DEC,STATE,53,7,TOTAL,"173,900,000"
2017,DEC,STATE,55,7,TOTAL,"185,600,000"
2017,FEB,STATE,1,7,TOTAL,"156,500,000"
2017,FEB,STATE,5,7,TOTAL,"261,400,000"
2017,FEB,STATE,6,7,TOTAL,"268,500,000"
2017,FEB,STATE,8,7,TOTAL,"111,900,000"
2017,FEB,STATE,12,7,TOTAL,"169,200,000"
2017,FEB,STATE,13,7,TOTAL,"389,600,000"
2017,FEB,STATE,17,7,TOTAL,"116,100,000"
2017,FEB,STATE,18,7,TOTAL,"752,100,000"
2017,FEB,STATE,19,7,TOTAL,"1,250,300,000"
2017,FEB,STATE,24,7,TOTAL,"66,800,000"
2017,FEB,STATE,26,7,TOTAL,"318,500,000"
2017,FEB,STATE,27,7,TOTAL,"247,600,000"
2017,FEB,STATE,28,7,TOTAL,"104,100,000"
2017,FEB,STATE,29,7,TOTAL,"247,600,000"
2017,FEB,STATE,31,7,TOTAL,"210,100,000"
2017,FEB,STATE,36,7,TOTAL,"133,800,000"
2017,FEB,STATE,37,7,TOTAL,"303,400,000"
2017,FEB,STATE,39,7,TOTAL,"737,100,000"
2017,FEB,STATE,41,7,TOTAL,"57,400,000"
2017,FEB,STATE,,7,TOTAL,"637,900,000"
2017,FEB,STATE,42,7,TOTAL,"627,000,000"
2017,FEB,STATE,45,7,TOTAL,"79,300,000"
2017,FEB,STATE,46,7,TOTAL,"60,200,000"
2017,FEB,STATE,48,7,TOTAL,"446,600,000"
2017,FEB,STATE,49,7,TOTAL,"112,600,000"
2017,FEB,STATE,51,7,TOTAL,"51,000,000"
2017,FEB,STATE,53,7,TOTAL,"161,500,000"
2017,FEB,STATE,55,7,TOTAL,"130,500,000"
2017,JAN,STATE,1,7,TOTAL,"174,600,000"
2017,JAN,STATE,5,7,TOTAL,"284,900,000"
2017,JAN,STATE,6,7,TOTAL,"303,100,000"
2017,JAN,STATE,8,7,TOTAL,"120,400,000"
2017,JAN,STATE,12,7,TOTAL,"196,200,000"
2017,JAN,STATE,13,7,TOTAL,"424,900,000"
2017,JAN,STATE,17,7,TOTAL,"130,200,000"
2017,JAN,STATE,18,7,TOTAL,"839,000,000"
2017,JAN,STATE,19,7,TOTAL,"1,394,100,000"
2017,JAN,STATE,24,7,TOTAL,"70,900,000"
2017,JAN,STATE,26,7,TOTAL,"347,300,000"
2017,JAN,STATE,27,7,TOTAL,"277,100,000"
